,KL,Reconstruction,Loss,MD
0,0.0051639005891047415,0.10070522106622906,tensor(333.7426),1.0
1,0.07278478592634201,0.09599084905689535,tensor(333.6068),0.99993109625
2,0.47361295223236083,0.07789665945566979,tensor(327.6552),0.8908097075
3,1.1574338257312775,0.06921852742652537,tensor(321.1064),0.9992719787500001
4,1.9192423462867736,0.06742832365442232,tensor(316.4161),0.9608789625
5,2.431499683856964,0.06653341509398852,tensor(312.0169),0.9999999125000001
6,2.851210916042328,0.06537216007434392,tensor(308.0488),0.9991195149999998
7,3.0671483516693114,0.06469161546624902,tensor(302.5260),0.99992486375
8,3.4613552391529083,0.06435222542727669,tensor(296.8119),0.9995422887500001
9,3.8276443898677828,0.06395797981021745,tensor(293.6321),0.9813874574999999
10,3.9454583048820497,0.06348124507485005,tensor(288.0615),0.9992552912500001
11,4.3313138604164125,0.06323429768182634,tensor(284.3195),0.9931335875
12,4.500245296955109,0.062860573858286,tensor(279.8274),0.99873888125
13,4.843789434432983,0.06256308270745801,tensor(276.1074),0.99686798
14,4.665651714801788,0.06235365416748014,tensor(267.7655),0.9994118750000001
15,5.029129660129547,0.062353115894227575,tensor(267.7764),0.99872945875
16,4.953075861930847,0.062185167999046234,tensor(265.2280),0.9610915524999999
17,4.762096095085144,0.06194443258119261,tensor(257.4628),0.9976666974999999
18,4.882124972343445,0.06194248926383311,tensor(255.2196),0.99602604375
19,4.938493239879608,0.06205966360380668,tensor(254.3407),0.9649607474999999
20,4.425884759426117,0.061930649063289454,tensor(249.2695),0.996514905
21,4.6521629095077515,0.061900508678888536,tensor(247.1478),0.9968005375
22,4.126216012239456,0.061698961767281936,tensor(243.0719),0.9820659075
23,4.068840795755387,0.061643401101540096,tensor(238.9859),0.97897418125
24,3.8736228227615355,0.06166987951742257,tensor(233.6003),0.9935069849999999
25,3.592003786563873,0.06136860656939506,tensor(230.0781),0.9966497824999999
26,3.5864397466182707,0.061476748080519596,tensor(233.5753),0.9779428050000001
27,3.5888430416584014,0.06123685649402473,tensor(230.6447),0.97994963625
28,3.280593830347061,0.06079693451792998,tensor(225.7469),0.96367218625
29,3.2912065148353578,0.06037434584607428,tensor(221.8260),0.9802453149999999
30,3.1191572546958923,0.060488120210716256,tensor(219.7763),0.9916847099999999
31,3.0558466136455538,0.06044827440743017,tensor(218.8867),0.9807244737499999
32,2.8999754965305327,0.060325749329490606,tensor(215.8461),0.9922384762500001
33,2.8446490347385405,0.060547876993144345,tensor(214.7330),0.98659456375
34,2.6997685372829436,0.06034279136250238,tensor(209.9570),0.95941941375
35,2.592539542913437,0.06003310625996137,tensor(206.8925),0.95299666375
36,2.586677473783493,0.06021621857031534,tensor(208.6061),0.96499179125
37,2.433262598514557,0.06038059233109964,tensor(206.1144),0.9703678125
38,2.343754678964615,0.06020767240085373,tensor(200.1711),0.9785901100000001
39,2.2766211450099947,0.060238721108791846,tensor(197.8821),0.975731675
40,2.288362354040146,0.06002367078259706,tensor(199.3745),0.971024015
41,2.1601583510637283,0.0601668127322282,tensor(198.8969),0.9819719299999999
42,2.12944438457489,0.06002327739036949,tensor(197.0924),0.9513996849999999
43,2.1396485447883604,0.06018710513079086,tensor(194.0500),0.97967200875
44,2.046626588702202,0.059819638658352756,tensor(188.6898),0.95240371
45,2.0074757039546967,0.05973151215899514,tensor(189.8645),0.9751464750000002
46,1.9828476637601853,0.06007632145258488,tensor(191.5921),0.9643034712499999
47,2.0014151632785797,0.059935337727167005,tensor(190.6467),0.9583740537500001
48,1.8898537456989288,0.059973222505412746,tensor(186.9464),0.9906201212500001
49,1.9185095757246018,0.060056247985348865,tensor(179.6017),0.97299789625
50,1.8804903358221055,0.0600028526872597,tensor(182.6773),0.984037385
51,1.773647925257683,0.059843801794966435,tensor(181.8549),0.9673126525
52,1.7716655254364013,0.05957567058262907,tensor(181.5863),0.9735799412499999
53,1.7870122611522674,0.0597291752481844,tensor(182.7830),0.9704765412500002
54,1.842456367611885,0.059614625166387804,tensor(172.5834),0.9678703200000001
55,1.759446883201599,0.0594044527025913,tensor(177.0865),0.97655420125
56,1.732708567380905,0.05961512249062845,tensor(174.5973),0.9882307874999999
57,1.7169619113206864,0.059370457979866564,tensor(175.1357),0.97274402375
58,1.6842637538909913,0.05966172146008007,tensor(173.2758),0.9581760899999998
59,1.673313468694687,0.059312320745951844,tensor(170.4679),0.98016064625
60,1.650883674621582,0.05957088266720041,tensor(172.1618),0.955738765
61,1.603914913535118,0.05925365147671754,tensor(166.0292),0.9825474387500001
62,1.5950665205717087,0.05894144272782252,tensor(169.2038),0.979581815
63,1.5746732980012894,0.058917924814829194,tensor(166.6982),0.9810338725000001
64,1.5814474076032639,0.05901322483654845,tensor(163.9294),0.98331723875
65,1.5374378651380538,0.05903487861368689,tensor(167.6936),0.970688565
66,1.5052096456289292,0.05888414087387339,tensor(168.5647),0.97248034875
67,1.5639356255531311,0.05888210730770874,tensor(157.5141),0.9608403799999998
68,1.5420814245939254,0.05906481656710013,tensor(161.3362),0.97472127375
69,1.5563129127025603,0.058754016786173126,tensor(163.5318),0.9767480074999999
70,1.5295754283666612,0.0588579877360144,tensor(163.0273),0.96759236125
71,1.5543664962053299,0.058659263790935,tensor(161.5015),0.9667766837499999
72,1.5940138846635818,0.058750724364880214,tensor(154.2631),0.96224403375
73,1.5278049051761626,0.05845760872161878,tensor(159.2314),0.9724420949999999
74,1.5357441186904908,0.0587259510175606,tensor(162.1263),0.9523076549999999
75,1.524374207854271,0.05877569571626732,tensor(160.5805),0.96509491375
76,1.4874587923288345,0.058363162189993247,tensor(150.6873),0.97726048625
77,1.5856254637241363,0.058407670043317504,tensor(157.2440),0.9472824725
78,1.543980747461319,0.058660745098803715,tensor(154.8296),0.9718502562500001
79,1.5057324081659318,0.05855234692691892,tensor(153.9309),0.96608747375
80,1.4656390070915222,0.058708880813238454,tensor(159.0145),0.94188772875
81,1.5076184064149856,0.05837152061779331,tensor(153.0387),0.9809189824999999
82,1.5050500512123108,0.05839216254182875,tensor(155.5548),0.94230921625
83,1.4628562539815904,0.05799708697784235,tensor(151.2070),0.95109277625
84,1.447872942686081,0.05800432157158049,tensor(145.6854),0.9640713850000001
85,1.466985285282135,0.058247053631059774,tensor(151.8457),0.9813658975
86,1.5000769555568696,0.058422755880656416,tensor(149.9905),0.9712206512500001
87,1.4649405479431152,0.058146967605536504,tensor(151.6852),0.9721659187500001
88,1.4746228516101838,0.05808458173556391,tensor(147.1592),0.96171297625
89,1.4004763036966323,0.058055809873178224,tensor(144.3851),0.9533104800000001
90,1.4266196936368942,0.05811943145755978,tensor(147.3482),0.9476823875
91,1.5052044212818145,0.05804819989672884,tensor(146.3334),0.96914177625
92,1.4300112903118134,0.05799374847633456,tensor(146.3468),0.9319462225000001
93,1.3957633823156357,0.05780488539540672,tensor(144.4972),0.9310319362499999
94,1.4662434816360475,0.05789281368947321,tensor(144.0010),0.96215092625
95,1.4456137061119079,0.05775389673212154,tensor(144.4153),0.9674949887500001
96,1.4855406790971757,0.058049869449318156,tensor(147.0887),0.9687795412499999
97,1.3865819156169892,0.0578213776854181,tensor(137.5945),0.9427915612500001
98,1.3749487444758415,0.05756205694980112,tensor(139.2890),0.9545569887500001
99,1.4085944890975952,0.0575322367122207,tensor(137.6349),0.96594807125
